BGC,SS_NoSpace,Spp,ESuit,Use,Changes
IDFxw,IDFxw/07,Fd,2,D6,1 to 2
IDFxw,IDFxw/07,Sx,1,D6,
IDFxx_MT,IDFxx_MT/101,Fd,2,C4,
IDFxx_MT,IDFxx_MT/101,Py,1,C4,
IDFxx_MT,IDFxx_MT/113,Act,1,D6,
IDFxx_MT,IDFxx_MT/113,At,2,D6,
IDFxx_MT,IDFxx_MT/113,Ep,2,D6,
IDFxx_MT,IDFxx_MT/Gg,Jr,3,B2,
IDFxx_MT,IDFxx_MT/Gg,X,1,B2,
IDFxx_WA,IDFxx_WA/101,Fd,2,C4,1 to 2
IDFxx_WA,IDFxx_WA/101,Py,2,C4,
IDFxx_WA,IDFxx_WA/101,Qg,2,C4,
IDFxx_WA,IDFxx_WA/103,Py,2,B2,
IDFxx_WA,IDFxx_WA/103,Qg,2,B2,
IDFxx_WA,IDFxx_WA/103,Fd,3,B2,1 to 3
IDFxx_WA,IDFxx_WA/113,Act,1,D6,
IDFxx_WA,IDFxx_WA/113,At,5,D6,3 to 5
IDFxx_WA,IDFxx_WA/113,Bg,2,D6,
IDFxx_WA,IDFxx_WA/113,Dr,3,D6,
IDFxx_WA,IDFxx_WA/113,Fd,3,D6,
IDFxx_WA,IDFxx_WA/113,Lw,2,D6,
IDFxx_WA,IDFxx_WA/113,Oa,2,D6,
IDFxx_WA,IDFxx_WA/113,Qg,2,D6,
IDFxx1,IDFxx1/01,Fd,3,C4,
IDFxx1,IDFxx1/01,Py,1,C4,
IDFxx1,IDFxx1/03,X,1,B2,
IDFxx1,IDFxx1/06,Act,1,D6,
IDFxx1,IDFxx1/06,At,1,D6,
IDFxx1,IDFxx1/06,Ep,3,D6,
IDFxx2,IDFxx2/101,Fd,2,C4,
IDFxx2,IDFxx2/101,Py,1,C4,
IDFxx2,IDFxx2/103,Py,1,B2,
IDFxx2,IDFxx2/103,Fd,3,B2,1 to 3
IDFxx2,IDFxx2/112,Act,2,D6,
IDFxx2,IDFxx2/112,At,2,D6,
IDFxx2,IDFxx2/112,Ep,2,D6,
IDFxx2,IDFxx2/112,Sx,2,D6,
IGFdk_WA,IGFdk_WA/101,Bg,1,C4,
IGFdk_WA,IGFdk_WA/101,Fd,1,C4,
IGFdk_WA,IGFdk_WA/101,Py,2,C4,
IGFdk_WA,IGFdk_WA/103,Bg,2,B2,
IGFdk_WA,IGFdk_WA/103,Py,1,B2,
IGFdk_WA,IGFdk_WA/103,Fd,1,B2,
IGFdk_WA,IGFdk_WA/113,Act,2,D6,
IGFdk_WA,IGFdk_WA/113,Bg,1,D6,
IGFdk_WA,IGFdk_WA/113,Cw,2,D6,
IGFdk_WA,IGFdk_WA/113,Fd,2,D6,
IGFdk_WA,IGFdk_WA/113,Lw,3,D6,
IGFdk_WA,IGFdk_WA/113,Pw,2,D6,
IGFdk_WA,IGFdk_WA/113,Sx,2,D6,
IGFdw_OR,IGFdw_OR/101,Bg,1,C4,
IGFdw_OR,IGFdw_OR/101,Fd,1,C4,
IGFdw_OR,IGFdw_OR/101,Lw,3,C4,
IGFdw_OR,IGFdw_OR/101,Py,2,C4,
IGFdw_OR,IGFdw_OR/103,Bg,1,B2,
IGFdw_OR,IGFdw_OR/103,Py,1,B2,
IGFdw_OR,IGFdw_OR/103,Fd,1,B2,
IGFdw_OR,IGFdw_OR/113,Bg,1,D6,
IGFdw_OR,IGFdw_OR/113,Cw,2,D6,
IGFdw_OR,IGFdw_OR/113,Dr,3,D6,
IGFdw_OR,IGFdw_OR/113,Fd,2,D6,
IGFdw_OR,IGFdw_OR/113,Mb,3,D6,
IGFdw_OR,IGFdw_OR/113,Pw,2,D6,
IGFdw_OR,IGFdw_OR/113,Sx,3,D6,
IGFmm_OR,IGFmm_OR/101,At,5,C4,
IGFmm_OR,IGFmm_OR/101,Bg,1,C4,
IGFmm_OR,IGFmm_OR/101,Fd,1,C4,
IGFmm_OR,IGFmm_OR/101,Lw,3,C4,
IGFmm_OR,IGFmm_OR/101,Pl,2,C4,
IGFmm_OR,IGFmm_OR/101,Py,2,C4,
IGFmm_OR,IGFmm_OR/103,Bg,3,B2,
IGFmm_OR,IGFmm_OR/103,Py,1,B2,
IGFmm_OR,IGFmm_OR/103,Fd,2,B2,
IGFmm_OR,IGFmm_OR/113,Act,2,D6,
IGFmm_OR,IGFmm_OR/113,Bg,1,D6,
IGFmm_OR,IGFmm_OR/113,Fd,2,D6,
IGFmm_OR,IGFmm_OR/113,Lw,2,D6,
IGFmm_OR,IGFmm_OR/113,Sx,3,D6,
IMAab,IMAab/00,X,1,B2,
IMAab,IMAab/00,X,1,C4,
IMAab,IMAab/00,X,1,D6,
IMAun,IMAun/00,X,1,B2,
IMAun,IMAun/00,X,1,C4,
IMAun,IMAun/00,X,1,D6,
IMAun_CO,IMAun_CO/00,X,1,B2,
IMAun_CO,IMAun_CO/00,X,1,C4,
IMAun_CO,IMAun_CO/00,X,1,D6,
IMAun_MT,IMAun_MT/00,X,1,B2,
IMAun_MT,IMAun_MT/00,X,1,C4,
IMAun_MT,IMAun_MT/00,X,1,D6,
IMAun_WA,IMAun_WA/00,X,1,B2,
IMAun_WA,IMAun_WA/00,X,1,C4,
IMAun_WA,IMAun_WA/00,X,1,D6,
IMAun_WY,IMAun_WY/00,X,1,B2,
IMAun_WY,IMAun_WY/00,X,1,C4,
IMAun_WY,IMAun_WY/00,X,1,D6,
IMAunp,IMAunp/00,X,1,B2,
IMAunp,IMAunp/00,X,1,C4,
IMAunp,IMAunp/00,X,1,D6,
IWFdm_CO,IWFdm_CO/101,At,2,C4,
IWFdm_CO,IWFdm_CO/101,Bc,1,C4,
IWFdm_CO,IWFdm_CO/101,Fd,1,C4,
IWFdm_CO,IWFdm_CO/101,Py,1,C4,
IWFdm_CO,IWFdm_CO/101,Qa,2,C4,
IWFdm_CO,IWFdm_CO/102,Bc,2,B2,
IWFdm_CO,IWFdm_CO/102,Jr,1,B2,
IWFdm_CO,IWFdm_CO/102,Pe,1,B2,
IWFdm_CO,IWFdm_CO/102,Pf,2,B2,
IWFdm_CO,IWFdm_CO/102,Py,2,B2,
IWFdm_CO,IWFdm_CO/102,Qa,1,B2,
IWFdm_CO,IWFdm_CO/113,At,1,D6,NA
IWFdm_CO,IWFdm_CO/113,Bc,1,D6,NA
IWFdm_CO,IWFdm_CO/113,Fd,2,D6,NA
IWFdm_CO,IWFdm_CO/113,Sx,3,D6,NA
IWFdw_OR,IWFdw_OR/101,Bc,1,C4,
IWFdw_OR,IWFdw_OR/101,Oa,2,C4,
IWFdw_OR,IWFdw_OR/101,Pl,2,C4,
IWFdw_OR,IWFdw_OR/101,Ps,2,C4,
IWFdw_OR,IWFdw_OR/101,Py,2,C4,
IWFdw_OR,IWFdw_OR/101,Pz,2,C4,
IWFdw_OR,IWFdw_OR/103,Bc,1,B2,
IWFdw_OR,IWFdw_OR/103,Jw,2,B2,
IWFdw_OR,IWFdw_OR/103,Pl,3,B2,
IWFdw_OR,IWFdw_OR/103,Py,1,B2,
IWFdw_OR,IWFdw_OR/113,At,2,D6,
IWFdw_OR,IWFdw_OR/113,Bc,1,D6,
IWFdw_OR,IWFdw_OR/113,Fd,2,D6,
IWFxk_NV,IWFxk_NV/101,At,1,C4,
IWFxk_NV,IWFxk_NV/101,Bc,2,C4,
IWFxk_NV,IWFxk_NV/101,Fd,3,C4,
IWFxk_NV,IWFxk_NV/101,Om,1,C4,
IWFxk_NV,IWFxk_NV/103,Jr,2,B2,
IWFxk_NV,IWFxk_NV/103,Ju,2,B2,
IWFxk_NV,IWFxk_NV/103,Om,1,B2,
IWFxk_NV,IWFxk_NV/103,Pf,2,B2,
IWFxk_NV,IWFxk_NV/103,Pg,2,B2,
IWFxk_NV,IWFxk_NV/103,Pn,2,B2,
IWFxk_NV,IWFxk_NV/111,At,2,D6,
IWFxk_NV,IWFxk_NV/111,Bc,2,D6,
IWFxk_NV,IWFxk_NV/111,Bl,2,D6,
IWFxk_NV,IWFxk_NV/111,Sx,1,D6,
IWFxm_CA,IWFxm_CA/101,Bc,1,C4,
IWFxm_CA,IWFxm_CA/101,Fd,2,C4,
IWFxm_CA,IWFxm_CA/101,Oa,2,C4,
IWFxm_CA,IWFxm_CA/101,Om,2,C4,
IWFxm_CA,IWFxm_CA/101,Ps,2,C4,
IWFxm_CA,IWFxm_CA/101,Py,2,C4,
IWFxm_CA,IWFxm_CA/101,Pz,1,C4,
IWFxm_CA,IWFxm_CA/103,Bc,2,B2,
IWFxm_CA,IWFxm_CA/103,Jw,2,B2,
IWFxm_CA,IWFxm_CA/103,Om,2,B2,
IWFxm_CA,IWFxm_CA/103,Py,1,B2,
IWFxm_CA,IWFxm_CA/103,Pz,2,B2,
IWFxm_CA,IWFxm_CA/112,At,2,D6,
IWFxm_CA,IWFxm_CA/112,Bc,1,D6,
IWFxm_CA,IWFxm_CA/112,Pz,2,D6,
JPWdm_WY,JPWdm_WY/101,Jr,1,C4,
JPWdm_WY,JPWdm_WY/101,Ju,1,C4,
JPWdm_WY,JPWdm_WY/101,Om,3,C4,
JPWdm_WY,JPWdm_WY/101,Pe,3,C4,
JPWdm_WY,JPWdm_WY/101,Pf,3,C4,
JPWdm_WY,JPWdm_WY/113,Aa,1,D6,
JPWdm_WY,JPWdm_WY/113,At,5,D6,1 to 5
JPWdm_WY,JPWdm_WY/113,Fd,5,D6,2 to 5
JPWdm_WY,JPWdm_WY/Gg,Ju,3,B2,
JPWxh_CA,JPWxh_CA/103,Qc,1,B2,added
JPWxh_CA,JPWxh_CA/103,Qz,1,B2,added
JPWxh_CA,JPWxh_CA/103,Jc,2,B2,added
JPWxh_CA,JPWxh_CA/103,Qd,3,B2,added
JPWxh_CA,JPWxh_CA/101,Jc,1,C4,added
JPWxh_CA,JPWxh_CA/101,Pn,1,C4,added
JPWxh_CA,JPWxh_CA/101,Qc,2,C4,added
JPWxh_CA,JPWxh_CA/101,Qz,2,C4,added
JPWxh_CA,JPWxh_CA/101,Qd,2,C4,added
JPWxh_CA,JPWxh_CA/111,Pc,1,D6,added
JPWxh_CA,JPWxh_CA/111,Pz,1,D6,added
JPWxh_CA,JPWxh_CA/111,Qz,3,D6,added
JPWxh_CA,JPWxh_CA/111,Qd,3,D6,added
JPWdw_UT,JPWdw_UT/101,Jr,3,C4,
JPWdw_UT,JPWdw_UT/101,Ju,1,C4,
JPWdw_UT,JPWdw_UT/101,Om,3,C4,
JPWdw_UT,JPWdw_UT/101,Pe,1,C4,
JPWdw_UT,JPWdw_UT/101,Qa,3,C4,
JPWdw_UT,JPWdw_UT/103,Jr,3,B2,
JPWdw_UT,JPWdw_UT/103,Ju,2,B2,
JPWdw_UT,JPWdw_UT/103,Om,2,B2,
JPWdw_UT,JPWdw_UT/103,Pe,1,B2,
JPWdw_UT,JPWdw_UT/103,Qa,2,B2,
JPWdw_UT,JPWdw_UT/103,Fd,5,B2,
JPWdw_UT,JPWdw_UT/113,Aa,2,D6,
JPWdw_UT,JPWdw_UT/113,Act,5,D6,2 to 5
JPWdw_UT,JPWdw_UT/113,At,5,D6,3 to 5
JPWdw_UT,JPWdw_UT/113,Fd,5,D6,3 to 5
JPWmk_WY,JPWmk_WY/101,Jr,1,C4,
JPWmk_WY,JPWmk_WY/101,Pf,2,C4,
JPWmk_WY,JPWmk_WY/103,Jr,1,B2,
JPWmk_WY,JPWmk_WY/103,Pf,1,B2,
JPWmk_WY,JPWmk_WY/113,Aa,1,D6,
JPWmk_WY,JPWmk_WY/113,At,1,D6,
JPWmk_WY,JPWmk_WY/113,Fd,2,D6,
JPWwm_CO,JPWwm_CO/101,Jo,3,C4,
JPWwm_CO,JPWwm_CO/101,Jr,1,C4,
JPWwm_CO,JPWwm_CO/101,Pe,1,C4,
JPWwm_CO,JPWwm_CO/101,Qa,2,C4,
JPWwm_CO,JPWwm_CO/103,Jo,3,B2,
JPWwm_CO,JPWwm_CO/103,Jr,2,B2,
JPWwm_CO,JPWwm_CO/103,Pe,1,B2,
JPWwm_CO,JPWwm_CO/113,Aa,1,D6,
JPWwm_CO,JPWwm_CO/113,At,1,D6,
JPWwm_CO,JPWwm_CO/113,Bc,3,D6,
JPWwm_CO,JPWwm_CO/113,Fd,2,D6,
JPWxw_NV,JPWxw_NV/101,Ju,1,C4,
JPWxw_NV,JPWxw_NV/101,Om,3,C4,
JPWxw_NV,JPWxw_NV/101,Pe,3,C4,
JPWxw_NV,JPWxw_NV/101,Pn,1,C4,
JPWxw_NV,JPWxw_NV/103,Ju,3,B2,
JPWxw_NV,JPWxw_NV/103,Om,1,B2,
JPWxw_NV,JPWxw_NV/103,Pn,3,B2,
JPWxw_NV,JPWxw_NV/113,Act,5,D6,1 to 5
JPWxw_NV,JPWxw_NV/113,Bc,3,D6,
JPWxw_NV,JPWxw_NV/113,Py,5,D6,2 to 5
JPWxw_NV,JPWxw_NV/113,Qa,3,D6,
MDCHun_NV,MDCHun_NV/110,Ju,1,D6,
MDCHun_NV,MDCHun_NV/110,Pn,1,D6,
MDCHun_NV,MDCHun_NV/Gg,X,1,B2,
MDCHun_NV,MDCHun_NV/Gg,X,1,C4,
MGPdm,MGPdm/00,X,1,B2,
MGPdm,MGPdm/00,X,1,C4,
MGPdm,MGPdm/00,X,1,D6,
MGPmg,MGPmg/00,X,1,B2,
MGPmg,MGPmg/00,X,1,C4,
MGPmg,MGPmg/00,X,1,D6,
MGPmw_MT,MGPmw_MT/111,Adm,2,D6,
MGPmw_MT,MGPmw_MT/111,Jr,1,D6,
MGPmw_MT,MGPmw_MT/111,Py,5,D6,1 to 5
MGPmw_MT,MGPmw_MT/Gg,X,1,B2,
MGPmw_MT,MGPmw_MT/Gg,X,1,C4,
MHdm_OR,MHdm_OR/101,Ba,1,C4,
MHdm_OR,MHdm_OR/101,Bg,3,C4,
MHdm_OR,MHdm_OR/101,Bl,2,C4,
MHdm_OR,MHdm_OR/101,Bp,2,C4,
MHdm_OR,MHdm_OR/101,Fd,5,C4,
MHdm_OR,MHdm_OR/101,Hm,1,C4,
MHdm_OR,MHdm_OR/101,Hw,3,C4,
MHdm_OR,MHdm_OR/101,Pl,3,C4,
MHdm_OR,MHdm_OR/101,Pw,2,C4,
MHdm_OR,MHdm_OR/103,Ba,1,B2,
MHdm_OR,MHdm_OR/103,Bl,3,B2,
MHdm_OR,MHdm_OR/103,Hm,1,B2,
MHdm_OR,MHdm_OR/103,Pl,3,B2,
MHdm_OR,MHdm_OR/103,Pw,2,B2,
MHdm_OR,MHdm_OR/103,Fd,3,B2,
MHdm_OR,MHdm_OR/113,Ba,1,D6,
MHdm_OR,MHdm_OR/113,Bl,2,D6,
MHdm_OR,MHdm_OR/113,Bp,2,D6,
MHdm_OR,MHdm_OR/113,Hm,2,D6,
MHdm_OR,MHdm_OR/113,Hw,3,D6,
MHdm_OR,MHdm_OR/113,Sx,2,D6,
MHdm_OR,MHdm_OR/113,Yc,2,D6,
MHds_OR,MHds_OR/101,Ba,1,C4,
MHds_OR,MHds_OR/101,Bc,3,C4,
MHds_OR,MHds_OR/101,Bl,2,C4,
MHds_OR,MHds_OR/101,Bm,3,C4,
MHds_OR,MHds_OR/101,Bp,3,C4,
MHds_OR,MHds_OR/101,Hm,1,C4,
MHds_OR,MHds_OR/101,Pl,3,C4,
MHds_OR,MHds_OR/101,Pw,2,C4,
MHds_OR,MHds_OR/103,Ba,2,B2,
MHds_OR,MHds_OR/103,Bl,2,B2,
MHds_OR,MHds_OR/103,Hm,1,B2,
MHds_OR,MHds_OR/103,Pl,3,B2,
MHds_OR,MHds_OR/103,Pw,2,B2,
MHds_OR,MHds_OR/113,Ba,1,D6,
MHds_OR,MHds_OR/113,Bl,2,D6,
MHds_OR,MHds_OR/113,Hm,2,D6,
MHds_OR,MHds_OR/113,Sx,2,D6,
MHmm_WA,MHmm_WA/101,Ba,1,C4,
MHmm_WA,MHmm_WA/101,Bl,3,C4,
MHmm_WA,MHmm_WA/101,Bp,2,C4,
MHmm_WA,MHmm_WA/101,Hm,1,C4,
MHmm_WA,MHmm_WA/101,Hw,3,C4,
MHmm_WA,MHmm_WA/101,Pw,3,C4,
MHmm_WA,MHmm_WA/101,Yc,2,C4,
MHmm_WA,MHmm_WA/102,Ba,1,B2,
MHmm_WA,MHmm_WA/102,Hm,1,B2,
MHmm_WA,MHmm_WA/102,Yc,3,B2,
MHmm_WA,MHmm_WA/113,Ba,1,D6,
MHmm_WA,MHmm_WA/113,Bl,3,D6,
MHmm_WA,MHmm_WA/113,Hm,2,D6,
MHmm_WA,MHmm_WA/113,Hw,3,D6,
MHmm_WA,MHmm_WA/113,Yc,2,D6,
MHmm1,MHmm1/01,Ba,2,B2,
MHmm1,MHmm1/01,Bp,4,B2,
MHmm1,MHmm1/01,Hm,1,B2,
MHmm1,MHmm1/01,Hw,3,B2,
MHmm1,MHmm1/01,Ss,3,B2,
MHmm1,MHmm1/01,Sx,4,B2,
MHmm1,MHmm1/01,Yc,2,B2,
MHmm1,MHmm1/01,Cw,5,B2,
MHmm1,MHmm1/01,Fd,4,B2,
MHmm1,MHmm1/01,Ba,2,C4,
MHmm1,MHmm1/01,Bp,4,C4,
MHmm1,MHmm1/01,Hm,1,C4,
MHmm1,MHmm1/01,Hw,3,C4,
MHmm1,MHmm1/01,Ss,3,C4,
MHmm1,MHmm1/01,Sx,4,C4,
MHmm1,MHmm1/01,Yc,2,C4,
MHmm1,MHmm1/01,Fd,4,C4,
MHmm1,MHmm1/01,Cw,5,C4,
MHmm1,MHmm1/07,Ba,2,D6,
MHmm1,MHmm1/07,Hm,2,D6,
MHmm1,MHmm1/07,Yc,1,D6,
MHmm1,MHmm1/07,Hw,3,D6,
MHmm2,MHmm2/01,Ba,2,B2,
MHmm2,MHmm2/01,Bl,3,B2,
MHmm2,MHmm2/01,Bp,4,B2,
MHmm2,MHmm2/01,Hm,1,B2,
MHmm2,MHmm2/01,Hw,3,B2,
MHmm2,MHmm2/01,Sx,2,B2,
MHmm2,MHmm2/01,Yc,2,B2,
MHmm2,MHmm2/01,Cw,5,B2,
MHmm2,MHmm2/01,Fd,4,B2,
MHmm2,MHmm2/01,Ba,2,C4,
MHmm2,MHmm2/01,Bl,3,C4,
MHmm2,MHmm2/01,Bp,4,C4,
MHmm2,MHmm2/01,Hm,1,C4,
MHmm2,MHmm2/01,Hw,3,C4,
MHmm2,MHmm2/01,Sx,2,C4,
MHmm2,MHmm2/01,Yc,2,C4,
MHmm2,MHmm2/01,Fd,4,C4,
MHmm2,MHmm2/01,Cw,5,C4,
MHmm2,MHmm2/07,Ba,2,D6,
MHmm2,MHmm2/07,Hm,2,D6,
MHmm2,MHmm2/07,Hw,3,D6,
MHmm2,MHmm2/07,Sx,1,D6,
MHmm2,MHmm2/07,Yc,2,D6,
MHmmp,MHmmp/d,Hm,3,B2,
MHmmp,MHmmp/h,Hm,3,D6,
MHmmp,MHmmp/m,Hm,3,C4,
MHmmp_WA,MHmmp_WA/00,Ba,3,B2,
MHmmp_WA,MHmmp_WA/00,Hm,3,B2,
MHmmp_WA,MHmmp_WA/00,Yc,3,B2,
MHmmp_WA,MHmmp_WA/00,Ba,3,C4,
MHmmp_WA,MHmmp_WA/00,Hm,3,C4,
MHmmp_WA,MHmmp_WA/00,Yc,3,C4,
MHmmp_WA,MHmmp_WA/00,Ba,3,D6,
MHmmp_WA,MHmmp_WA/00,Hm,3,D6,
MHmmp_WA,MHmmp_WA/00,Yc,3,D6,
MHms_WA,MHms_WA/101,Ba,1,C4,
MHms_WA,MHms_WA/101,Bl,2,C4,
MHms_WA,MHms_WA/101,Bp,3,C4,
MHms_WA,MHms_WA/101,Hm,1,C4,
MHms_WA,MHms_WA/101,Hw,3,C4,
MHms_WA,MHms_WA/101,Pw,2,C4,
MHms_WA,MHms_WA/101,Sx,3,C4,
MHms_WA,MHms_WA/101,Yc,3,C4,
MHms_WA,MHms_WA/103,Ba,2,B2,
MHms_WA,MHms_WA/103,Bl,2,B2,
MHms_WA,MHms_WA/103,Hm,2,B2,
MHms_WA,MHms_WA/103,Hw,3,B2,
MHms_WA,MHms_WA/103,Pl,5,B2,
MHms_WA,MHms_WA/103,Pw,2,B2,
MHms_WA,MHms_WA/113,Ba,1,D6,
MHms_WA,MHms_WA/113,Bl,2,D6,
MHms_WA,MHms_WA/113,Hm,2,D6,
MHms_WA,MHms_WA/113,Sx,2,D6,
MHms_WA,MHms_WA/113,Yc,2,D6,
MHmsp_WA,MHmsp_WA/00,Ba,3,B2,
MHmsp_WA,MHmsp_WA/00,Bl,3,B2,
MHmsp_WA,MHmsp_WA/00,Hm,3,B2,
MHmsp_WA,MHmsp_WA/00,Pa,3,B2,
MHmsp_WA,MHmsp_WA/00,Ba,3,C4,
MHmsp_WA,MHmsp_WA/00,Bl,3,C4,
MHmsp_WA,MHmsp_WA/00,Hm,3,C4,
MHmsp_WA,MHmsp_WA/00,Pa,3,C4,
MHmsp_WA,MHmsp_WA/00,Ba,3,D6,
MHmsp_WA,MHmsp_WA/00,Bl,3,D6,
MHmsp_WA,MHmsp_WA/00,Hm,3,D6,
MHmsp_WA,MHmsp_WA/00,Pa,3,D6,
MHRFdm_OR,MHRFdm_OR/101,Bc,1,C4,
MHRFdm_OR,MHRFdm_OR/101,Bm,1,C4,
MHRFdm_OR,MHRFdm_OR/101,Bp,5,C4,
MHRFdm_OR,MHRFdm_OR/101,Fd,2,C4,
MHRFdm_OR,MHRFdm_OR/101,Hm,2,C4,
MHRFdm_OR,MHRFdm_OR/101,Oa,3,C4,
MHRFdm_OR,MHRFdm_OR/101,Oy,2,C4,
MHRFdm_OR,MHRFdm_OR/101,Ps,3,C4,
MHRFdm_OR,MHRFdm_OR/101,Pw,2,C4,
MHRFdm_OR,MHRFdm_OR/102,Bc,2,B2,
MHRFdm_OR,MHRFdm_OR/102,Bm,1,B2,
MHRFdm_OR,MHRFdm_OR/102,Hm,3,B2,
MHRFdm_OR,MHRFdm_OR/102,Pl,2,B2,
MHRFdm_OR,MHRFdm_OR/102,Pw,2,B2,
MHRFdm_OR,MHRFdm_OR/102,Py,3,B2,
MHRFdm_OR,MHRFdm_OR/102,Fd,3,B2,
MHRFdm_OR,MHRFdm_OR/110,Bc,1,D6,
MHRFdm_OR,MHRFdm_OR/110,Bm,1,D6,
MHRFdm_OR,MHRFdm_OR/110,Hm,3,D6,
MHRFdm_OR,MHRFdm_OR/110,Oa,3,D6,
MHRFdm_OR,MHRFdm_OR/110,Qc,5,D6,
MHRFds_CA,MHRFds_CA/101,Bc,2,C4,
MHRFds_CA,MHRFds_CA/101,Bm,1,C4,
MHRFds_CA,MHRFds_CA/101,Hm,3,C4,
MHRFds_CA,MHRFds_CA/101,Pl,2,C4,
MHRFds_CA,MHRFds_CA/101,Ps,2,C4,
MHRFds_CA,MHRFds_CA/101,Pw,2,C4,
MHRFds_CA,MHRFds_CA/102,Bc,1,B2,
MHRFds_CA,MHRFds_CA/102,Bm,1,B2,
MHRFds_CA,MHRFds_CA/102,Oy,5,B2,
MHRFds_CA,MHRFds_CA/102,Pa,3,B2,
MHRFds_CA,MHRFds_CA/102,Pl,2,B2,
MHRFds_CA,MHRFds_CA/102,Ps,3,B2,
MHRFds_CA,MHRFds_CA/102,Pw,2,B2,
MHRFds_CA,MHRFds_CA/102,Py,2,B2,
MHRFds_CA,MHRFds_CA/102,Pz,2,B2,
MHRFds_CA,MHRFds_CA/110,Bc,3,D6,
MHRFds_CA,MHRFds_CA/110,Bm,1,D6,
MHRFds_CA,MHRFds_CA/110,Hm,1,D6,
MHRFds_CA,MHRFds_CA/110,Oa,3,D6,
MHRFds_CA,MHRFds_CA/110,Pl,2,D6,
MHRFds_CA,MHRFds_CA/110,Pw,3,D6,
MHRFdsp_CA,MHRFdsp_CA/00,Bc,3,B2,
MHRFdsp_CA,MHRFdsp_CA/00,Bm,3,B2,
MHRFdsp_CA,MHRFdsp_CA/00,Hm,3,B2,
MHRFdsp_CA,MHRFdsp_CA/00,Bc,3,C4,
MHRFdsp_CA,MHRFdsp_CA/00,Bm,3,C4,
MHRFdsp_CA,MHRFdsp_CA/00,Hm,3,C4,
MHRFdsp_CA,MHRFdsp_CA/00,Bc,3,D6,
MHRFdsp_CA,MHRFdsp_CA/00,Bm,3,D6,
MHRFdsp_CA,MHRFdsp_CA/00,Hm,3,D6,
MHRFmm_OR,MHRFmm_OR/101,Bc,2,C4,
MHRFmm_OR,MHRFmm_OR/101,Bm,1,C4,
MHRFmm_OR,MHRFmm_OR/101,Bp,2,C4,
MHRFmm_OR,MHRFmm_OR/101,Fd,3,C4,
MHRFmm_OR,MHRFmm_OR/101,Hm,1,C4,
MHRFmm_OR,MHRFmm_OR/101,Oy,3,C4,
MHRFmm_OR,MHRFmm_OR/101,Pl,2,C4,
MHRFmm_OR,MHRFmm_OR/101,Pw,2,C4,
MHRFmm_OR,MHRFmm_OR/102,Bm,2,B2,
MHRFmm_OR,MHRFmm_OR/102,Hm,1,B2,
MHRFmm_OR,MHRFmm_OR/102,Pa,3,B2,
MHRFmm_OR,MHRFmm_OR/102,Pl,2,B2,
MHRFmm_OR,MHRFmm_OR/102,Pw,2,B2,
MHRFmm_OR,MHRFmm_OR/102,Fd,3,B2,
MHRFmm_OR,MHRFmm_OR/110,Ba,3,D6,
MHRFmm_OR,MHRFmm_OR/110,Bc,1,D6,
MHRFmm_OR,MHRFmm_OR/110,Bm,1,D6,
MHRFmm_OR,MHRFmm_OR/110,Fd,2,D6,
MHRFmm_OR,MHRFmm_OR/110,Hm,2,D6,
MHRFmm_OR,MHRFmm_OR/110,Oa,3,D6,
MHRFmm_OR,MHRFmm_OR/110,Pw,2,D6,
MHRFmmp_OR,MHRFmmp_OR/00,Bc,3,B2,
MHRFmmp_OR,MHRFmmp_OR/00,Bm,3,B2,
MHRFmmp_OR,MHRFmmp_OR/00,Hm,3,B2,
MHRFmmp_OR,MHRFmmp_OR/00,Bc,3,C4,
MHRFmmp_OR,MHRFmmp_OR/00,Bm,3,C4,
MHRFmmp_OR,MHRFmmp_OR/00,Hm,3,C4,
MHRFmmp_OR,MHRFmmp_OR/00,Bc,3,D6,
MHRFmmp_OR,MHRFmmp_OR/00,Bm,3,D6,
MHRFmmp_OR,MHRFmmp_OR/00,Hm,3,D6,
MHun,MHun/d,Hm,2,B2,
MHun,MHun/h,Hm,3,D6,
MHun,MHun/m,Hm,1,C4,
MHunp,MHunp/00,Hm,3,B2,
MHunp,MHunp/00,Hm,3,C4,
MHunp,MHunp/00,Hm,3,D6,
MHwh,MHwh/101,Cw,3,B2,
MHwh,MHwh/101,Hm,1,B2,
MHwh,MHwh/101,Hw,2,B2,
MHwh,MHwh/101,Ss,2,B2,
MHwh,MHwh/101,Yc,1,B2,
MHwh,MHwh/101,Cw,3,C4,
MHwh,MHwh/101,Hm,1,C4,
MHwh,MHwh/101,Hw,2,C4,
MHwh,MHwh/101,Ss,2,C4,
MHwh,MHwh/101,Yc,1,C4,
MHwh,MHwh/111,Cw,3,D6,
MHwh,MHwh/111,Hm,1,D6,
MHwh,MHwh/111,Hw,3,D6,
MHwh,MHwh/111,Ss,2,D6,
MHwh,MHwh/111,Yc,1,D6,
MHwh1,MHwh1/01,Ba,2,B2,
MHwh1,MHwh1/01,Cw,3,B2,
MHwh1,MHwh1/01,Hm,2,B2,
MHwh1,MHwh1/01,Hw,2,B2,
MHwh1,MHwh1/01,Ss,2,B2,
MHwh1,MHwh1/01,Yc,2,B2,
MHwh1,MHwh1/01,Ba,2,C4,
MHwh1,MHwh1/01,Cw,3,C4,
MHwh1,MHwh1/01,Hm,2,C4,
MHwh1,MHwh1/01,Hw,2,C4,
MHwh1,MHwh1/01,Ss,2,C4,
MHwh1,MHwh1/01,Yc,2,C4,
