BGC,SS_NoSpace,Spp,ESuit,Use,Changes
ESSFmk,ESSFmk/05,Sx,1,D6,
ESSFmkp,ESSFmkp/00,Bl,3,B2,
ESSFmkp,ESSFmkp/00,Bl,3,C4,
ESSFmkp,ESSFmkp/00,Bl,3,D6,
ESSFmm1,ESSFmm1/01,Bl,1,C4,
ESSFmm1,ESSFmm1/01,Lw,5,C4,
ESSFmm1,ESSFmm1/01,Pl,2,C4,
ESSFmm1,ESSFmm1/01,Sx,1,C4,
ESSFmm1,ESSFmm1/03,Bl,2,B2,
ESSFmm1,ESSFmm1/03,Pl,2,B2,
ESSFmm1,ESSFmm1/03,Sx,2,B2,
ESSFmm1,ESSFmm1/06,Bl,1,D6,
ESSFmm1,ESSFmm1/06,Pl,2,D6,
ESSFmm1,ESSFmm1/06,Sx,1,D6,
ESSFmm2,ESSFmm2/01,Bl,1,C4,
ESSFmm2,ESSFmm2/01,Pl,2,C4,
ESSFmm2,ESSFmm2/01,Sx,1,C4,
ESSFmm2,ESSFmm2/03,Bl,2,B2,
ESSFmm2,ESSFmm2/03,Pl,2,B2,
ESSFmm2,ESSFmm2/03,Sx,2,B2,
ESSFmm2,ESSFmm2/05,Bl,1,D6,
ESSFmm2,ESSFmm2/05,Pl,2,D6,
ESSFmm2,ESSFmm2/05,Sx,1,D6,
ESSFmm3,ESSFmm3/101,Bl,1,C4,
ESSFmm3,ESSFmm3/101,Pl,3,C4,
ESSFmm3,ESSFmm3/101,Sx,1,C4,
ESSFmm3,ESSFmm3/103,Fd,2,B2,
ESSFmm3,ESSFmm3/103,Bl,2,B2,
ESSFmm3,ESSFmm3/103,Pa,3,B2,
ESSFmm3,ESSFmm3/103,Pl,2,B2,
ESSFmm3,ESSFmm3/103,Sx,1,B2,
ESSFmm3,ESSFmm3/111,Bl,2,D6,
ESSFmm3,ESSFmm3/111,Sx,1,D6,
ESSFmmp,ESSFmmp/00,Bl,3,B2,
ESSFmmp,ESSFmmp/00,Bl,3,C4,
ESSFmmp,ESSFmmp/00,Bl,3,D6,
ESSFmmw,ESSFmmw/01,Bl,2,C4,
ESSFmmw,ESSFmmw/01,Pl,3,C4,
ESSFmmw,ESSFmmw/01,Sx,2,C4,
ESSFmmw,ESSFmmw/03,Bl,2,B2,
ESSFmmw,ESSFmmw/03,Pl,3,B2,
ESSFmmw,ESSFmmw/03,Sx,2,B2,
ESSFmmw,ESSFmmw/06,Bl,2,D6,
ESSFmmw,ESSFmmw/06,Pl,3,D6,
ESSFmmw,ESSFmmw/06,Sx,2,D6,
ESSFmv1,ESSFmv1/01,At,3,C4,
ESSFmv1,ESSFmv1/01,Bl,1,C4,
ESSFmv1,ESSFmv1/01,Ep,3,C4,
ESSFmv1,ESSFmv1/01,Lw,4,C4,
ESSFmv1,ESSFmv1/01,Pl,2,C4,
ESSFmv1,ESSFmv1/01,Sx,1,C4,
ESSFmv1,ESSFmv1/02,Bl,3,B2,
ESSFmv1,ESSFmv1/02,Pl,2,B2,
ESSFmv1,ESSFmv1/04,Bl,1,D6,
ESSFmv1,ESSFmv1/04,Pl,2,D6,
ESSFmv1,ESSFmv1/04,Sx,1,D6,
ESSFmv2,ESSFmv2/01,Bl,1,C4,
ESSFmv2,ESSFmv2/01,Pl,2,C4,
ESSFmv2,ESSFmv2/01,Sx,1,C4,
ESSFmv2,ESSFmv2/02,Bl,3,B2,
ESSFmv2,ESSFmv2/02,Pl,2,B2,
ESSFmv2,ESSFmv2/02,Sx,1,B2,
ESSFmv2,ESSFmv2/06,Bl,2,D6,
ESSFmv2,ESSFmv2/06,Pl,2,D6,
ESSFmv2,ESSFmv2/06,Sx,1,D6,
ESSFmv3,ESSFmv3/01,Bl,1,C4,
ESSFmv3,ESSFmv3/01,Pl,2,C4,
ESSFmv3,ESSFmv3/01,Sx,1,C4,
ESSFmv3,ESSFmv3/02,Bl,3,B2,
ESSFmv3,ESSFmv3/02,Pl,3,B2,
ESSFmv3,ESSFmv3/02,Sx,3,B2,
ESSFmv3,ESSFmv3/06,Bl,2,D6,
ESSFmv3,ESSFmv3/06,Pl,2,D6,
ESSFmv3,ESSFmv3/06,Sx,2,D6,
ESSFmv4,ESSFmv4/01,Bl,1,C4,
ESSFmv4,ESSFmv4/01,Pl,2,C4,
ESSFmv4,ESSFmv4/01,Sx,1,C4,
ESSFmv4,ESSFmv4/02,Bl,3,B2,
ESSFmv4,ESSFmv4/02,Pl,2,B2,
ESSFmv4,ESSFmv4/02,Sx,1,B2,
ESSFmv4,ESSFmv4/05,Bl,2,D6,
ESSFmv4,ESSFmv4/05,Pl,2,D6,
ESSFmv4,ESSFmv4/05,Sx,1,D6,
ESSFmvp,ESSFmvp/00,Bl,3,B2,
ESSFmvp,ESSFmvp/00,Bl,3,C4,
ESSFmvp,ESSFmvp/00,Bl,3,D6,
ESSFmw,ESSFmw/01,Ba,2,C4,
ESSFmw,ESSFmw/01,Bl,1,C4,
ESSFmw,ESSFmw/01,Pl,3,C4,
ESSFmw,ESSFmw/01,Sx,1,C4,
ESSFmw,ESSFmw/03,Fd,2,B2,
ESSFmw,ESSFmw/03,Bl,3,B2,
ESSFmw,ESSFmw/03,Pa,3,B2,
ESSFmw,ESSFmw/03,Pl,1,B2,
ESSFmw,ESSFmw/03,Sx,2,B2,
ESSFmw,ESSFmw/07,Ba,2,D6,
ESSFmw,ESSFmw/07,Bl,1,D6,
ESSFmw,ESSFmw/07,Cw,3,D6,
ESSFmw,ESSFmw/07,Hw,3,D6,
ESSFmw,ESSFmw/07,Pl,3,D6,
ESSFmw,ESSFmw/07,Sx,1,D6,
ESSFmw_WA,ESSFmw_WA/101,Ba,2,C4,
ESSFmw_WA,ESSFmw_WA/101,Bg,3,C4,
ESSFmw_WA,ESSFmw_WA/101,Bl,1,C4,
ESSFmw_WA,ESSFmw_WA/101,Fd,3,C4,
ESSFmw_WA,ESSFmw_WA/101,Hm,3,C4,
ESSFmw_WA,ESSFmw_WA/101,Hw,3,C4,
ESSFmw_WA,ESSFmw_WA/101,Pa,5,C4,
ESSFmw_WA,ESSFmw_WA/101,Pl,3,C4,
ESSFmw_WA,ESSFmw_WA/101,Pw,3,C4,
ESSFmw_WA,ESSFmw_WA/101,Sx,1,C4,
ESSFmw_WA,ESSFmw_WA/103,Fd,3,B2,
ESSFmw_WA,ESSFmw_WA/103,Ba,3,B2,
ESSFmw_WA,ESSFmw_WA/103,Bl,3,B2,
ESSFmw_WA,ESSFmw_WA/103,Lw,2,B2,
ESSFmw_WA,ESSFmw_WA/103,Pa,3,B2,
ESSFmw_WA,ESSFmw_WA/103,Pl,3,B2,
ESSFmw_WA,ESSFmw_WA/103,Pw,5,B2,
ESSFmw_WA,ESSFmw_WA/103,Sx,2,B2,
ESSFmw_WA,ESSFmw_WA/111,Ba,2,D6,
ESSFmw_WA,ESSFmw_WA/111,Bl,1,D6,
ESSFmw_WA,ESSFmw_WA/111,Sx,1,D6,
ESSFmw1,ESSFmw1/01,Ba,2,C4,
ESSFmw1,ESSFmw1/01,Bl,1,C4,
ESSFmw1,ESSFmw1/01,Cw,3,C4,
ESSFmw1,ESSFmw1/01,Fd,3,C4,
ESSFmw1,ESSFmw1/01,Hm,3,C4,
ESSFmw1,ESSFmw1/01,Hw,2,C4,
ESSFmw1,ESSFmw1/01,Pl,3,C4,
ESSFmw1,ESSFmw1/01,Pw,3,C4,
ESSFmw1,ESSFmw1/01,Sx,1,C4,
ESSFmw1,ESSFmw1/03,Fd,2,B2,
ESSFmw1,ESSFmw1/03,Ba,3,B2,
ESSFmw1,ESSFmw1/03,Bl,3,B2,
ESSFmw1,ESSFmw1/03,Lw,4,B2,
ESSFmw1,ESSFmw1/03,Pa,3,B2,
ESSFmw1,ESSFmw1/03,Pl,1,B2,
ESSFmw1,ESSFmw1/03,Sx,2,B2,
ESSFmw1,ESSFmw1/07,Ba,2,D6,
ESSFmw1,ESSFmw1/07,Bl,1,D6,
ESSFmw1,ESSFmw1/07,Cw,3,D6,
ESSFmw1,ESSFmw1/07,Hw,3,D6,
ESSFmw1,ESSFmw1/07,Pl,3,D6,
ESSFmw1,ESSFmw1/07,Sx,1,D6,
ESSFmw2,ESSFmw2/01,Ba,2,C4,
ESSFmw2,ESSFmw2/01,Bl,1,C4,
ESSFmw2,ESSFmw2/01,Hm,2,C4,
ESSFmw2,ESSFmw2/01,Hw,3,C4,
ESSFmw2,ESSFmw2/01,Pl,3,C4,
ESSFmw2,ESSFmw2/01,Pw,3,C4,
ESSFmw2,ESSFmw2/01,Sx,1,C4,
ESSFmw2,ESSFmw2/03,Fd,2,B2,
ESSFmw2,ESSFmw2/03,Ba,3,B2,
ESSFmw2,ESSFmw2/03,Bl,3,B2,
ESSFmw2,ESSFmw2/03,Lw,4,B2,
ESSFmw2,ESSFmw2/03,Pa,3,B2,
ESSFmw2,ESSFmw2/03,Pl,1,B2,
ESSFmw2,ESSFmw2/03,Sx,2,B2,
ESSFmw2,ESSFmw2/07,Ba,2,D6,
ESSFmw2,ESSFmw2/07,Bl,1,D6,
ESSFmw2,ESSFmw2/07,Cw,3,D6,
ESSFmw2,ESSFmw2/07,Hm,2,D6,
ESSFmw2,ESSFmw2/07,Hw,3,D6,
ESSFmw2,ESSFmw2/07,Pl,3,D6,
ESSFmw2,ESSFmw2/07,Sx,1,D6,
ESSFmwp,ESSFmwp/00,Bl,3,B2,
ESSFmwp,ESSFmwp/00,Bl,3,C4,
ESSFmwp,ESSFmwp/00,Bl,3,D6,
ESSFmwp_WA,ESSFmwp_WA/00,Bl,3,B2,
ESSFmwp_WA,ESSFmwp_WA/00,Pa,3,B2,
ESSFmwp_WA,ESSFmwp_WA/00,Pl,3,B2,
ESSFmwp_WA,ESSFmwp_WA/00,Sx,3,B2,
ESSFmwp_WA,ESSFmwp_WA/00,X,5,B2,
ESSFmwp_WA,ESSFmwp_WA/00,Bl,3,C4,
ESSFmwp_WA,ESSFmwp_WA/00,Pa,3,C4,
ESSFmwp_WA,ESSFmwp_WA/00,Pl,3,C4,
ESSFmwp_WA,ESSFmwp_WA/00,Sx,3,C4,
ESSFmwp_WA,ESSFmwp_WA/00,X,5,C4,
ESSFmwp_WA,ESSFmwp_WA/00,Bl,3,D6,
ESSFmwp_WA,ESSFmwp_WA/00,Pa,3,D6,
ESSFmwp_WA,ESSFmwp_WA/00,Pl,3,D6,
ESSFmwp_WA,ESSFmwp_WA/00,Sx,3,D6,
ESSFmwp_WA,ESSFmwp_WA/00,X,5,D6,
ESSFmww,ESSFmww/01,Ba,3,C4,
ESSFmww,ESSFmww/01,Bl,2,C4,
ESSFmww,ESSFmww/01,Hm,3,C4,
ESSFmww,ESSFmww/01,Pa,2,C4,
ESSFmww,ESSFmww/01,Pl,3,C4,
ESSFmww,ESSFmww/01,Sx,2,C4,
ESSFmww,ESSFmww/03,Fd,5,B2,
ESSFmww,ESSFmww/03,Bl,3,B2,
ESSFmww,ESSFmww/03,Pa,3,B2,
ESSFmww,ESSFmww/03,Pl,3,B2,
ESSFmww,ESSFmww/03,Sx,2,B2,
ESSFmww,ESSFmww/07,Ba,3,D6,
ESSFmww,ESSFmww/07,Bl,2,D6,
ESSFmww,ESSFmww/07,Cw,5,D6,
ESSFmww,ESSFmww/07,Hw,5,D6,
ESSFmww,ESSFmww/07,Pl,3,D6,
ESSFmww,ESSFmww/07,Sx,1,D6,
ESSFun,ESSFun/d,Bl,1,B2,
ESSFun,ESSFun/h,Bl,2,D6,
ESSFun,ESSFun/m,Bl,1,C4,
ESSFunp,ESSFunp/00,Bl,3,B2,
ESSFunp,ESSFunp/00,Bl,3,C4,
ESSFunp,ESSFunp/00,Bl,3,D6,
ESSFvc,ESSFvc/01,Bl,1,C4,
ESSFvc,ESSFvc/01,Hm,2,C4,
ESSFvc,ESSFvc/01,Sx,1,C4,
ESSFvc,ESSFvc/03,Bl,1,B2,
ESSFvc,ESSFvc/03,Hm,2,B2,
ESSFvc,ESSFvc/03,Sx,1,B2,
ESSFvc,ESSFvc/05,Bl,1,D6,
ESSFvc,ESSFvc/05,Hm,2,D6,
ESSFvc,ESSFvc/05,Sx,1,D6,
ESSFvcp,ESSFvcp/00,Bl,3,B2,
ESSFvcp,ESSFvcp/00,Bl,3,C4,
ESSFvcp,ESSFvcp/00,Bl,3,D6,
ESSFvcw,ESSFvcw/01,Bl,2,C4,
ESSFvcw,ESSFvcw/01,Hm,3,C4,
ESSFvcw,ESSFvcw/01,Sx,2,C4,
ESSFvcw,ESSFvcw/03,Bl,2,B2,
ESSFvcw,ESSFvcw/03,Hm,3,B2,
ESSFvcw,ESSFvcw/03,Sx,2,B2,
ESSFvcw,ESSFvcw/05,Bl,2,D6,
ESSFvcw,ESSFvcw/05,Hm,3,D6,
ESSFvcw,ESSFvcw/05,Sx,2,D6,
ESSFvh_ID,ESSFvh_ID/101,Bg,3,C4,
ESSFvh_ID,ESSFvh_ID/101,Bl,1,C4,
ESSFvh_ID,ESSFvh_ID/101,Fd,3,C4,
ESSFvh_ID,ESSFvh_ID/101,Hm,2,C4,
ESSFvh_ID,ESSFvh_ID/101,Lw,3,C4,
ESSFvh_ID,ESSFvh_ID/101,Pl,2,C4,
ESSFvh_ID,ESSFvh_ID/101,Pw,2,C4,
ESSFvh_ID,ESSFvh_ID/101,Sx,1,C4,
ESSFvh_ID,ESSFvh_ID/103,Fd,1,B2,
ESSFvh_ID,ESSFvh_ID/103,Bl,2,B2,
ESSFvh_ID,ESSFvh_ID/103,Hm,3,B2,
ESSFvh_ID,ESSFvh_ID/103,Lw,3,B2,
ESSFvh_ID,ESSFvh_ID/103,Pl,1,B2,
ESSFvh_ID,ESSFvh_ID/103,Sx,2,B2,
ESSFvh_ID,ESSFvh_ID/111,Bg,2,D6,
ESSFvh_ID,ESSFvh_ID/111,Bl,1,D6,
ESSFvh_ID,ESSFvh_ID/111,Cw,2,D6,
ESSFvh_ID,ESSFvh_ID/111,Fd,5,D6,
ESSFvh_ID,ESSFvh_ID/111,Hm,2,D6,
ESSFvh_ID,ESSFvh_ID/111,Hw,2,D6,
ESSFvh_ID,ESSFvh_ID/111,Lw,5,D6,
ESSFvh_ID,ESSFvh_ID/111,Pl,2,D6,
ESSFvh_ID,ESSFvh_ID/111,Sx,1,D6,
ESSFwc2,ESSFwc2/01,Bl,1,C4,
ESSFwc2,ESSFwc2/01,Lw,4,C4,
ESSFwc2,ESSFwc2/01,Pl,4,C4,
ESSFwc2,ESSFwc2/01,Sx,1,C4,
ESSFwc2,ESSFwc2/04,Bl,2,B2,
ESSFwc2,ESSFwc2/04,Pl,4,B2,
ESSFwc2,ESSFwc2/04,Sx,1,B2,
ESSFwc2,ESSFwc2/08,Bl,1,D6,
ESSFwc2,ESSFwc2/08,Pl,4,D6,
ESSFwc2,ESSFwc2/08,Sx,1,D6,
ESSFwc3,ESSFwc3/01,Bl,1,C4,
ESSFwc3,ESSFwc3/01,Lw,4,C4,
ESSFwc3,ESSFwc3/01,Pl,3,C4,
ESSFwc3,ESSFwc3/01,Sx,1,C4,
ESSFwc3,ESSFwc3/02,Bl,3,B2,
ESSFwc3,ESSFwc3/02,Pl,3,B2,
ESSFwc3,ESSFwc3/02,Sx,1,B2,
ESSFwc3,ESSFwc3/03,Bl,2,D6,
ESSFwc3,ESSFwc3/03,Sx,1,D6,
ESSFwc4,ESSFwc4/101,Bl,1,C4,
ESSFwc4,ESSFwc4/101,Sx,1,C4,
ESSFwc4,ESSFwc4/103,Bl,2,B2,
ESSFwc4,ESSFwc4/103,Pa,3,B2,
ESSFwc4,ESSFwc4/103,Pl,2,B2,
ESSFwc4,ESSFwc4/103,Sx,1,B2,
ESSFwc4,ESSFwc4/111,Bl,2,D6,
ESSFwc4,ESSFwc4/111,Sx,1,D6,
ESSFwcp,ESSFwcp/00,Bl,3,B2,
ESSFwcp,ESSFwcp/00,Bl,3,C4,
ESSFwcp,ESSFwcp/00,Bl,3,D6,
ESSFwcw,ESSFwcw/101,Bl,1,C4,
ESSFwcw,ESSFwcw/101,Sx,1,C4,
ESSFwcw,ESSFwcw/103,Bl,2,B2,
ESSFwcw,ESSFwcw/103,Pa,3,B2,
ESSFwcw,ESSFwcw/103,Sx,1,B2,
ESSFwcw,ESSFwcw/110,Bl,1,D6,
ESSFwcw,ESSFwcw/110,Sx,1,D6,
ESSFwh_MT,ESSFwh_MT/101,Bl,1,C4,
ESSFwh_MT,ESSFwh_MT/101,Cw,3,C4,
ESSFwh_MT,ESSFwh_MT/101,Fd,3,C4,
ESSFwh_MT,ESSFwh_MT/101,Hw,3,C4,
ESSFwh_MT,ESSFwh_MT/101,Lw,2,C4,
ESSFwh_MT,ESSFwh_MT/101,Pl,2,C4,
ESSFwh_MT,ESSFwh_MT/101,Sx,1,C4,
ESSFwh_MT,ESSFwh_MT/102,Fd,1,B2,
ESSFwh_MT,ESSFwh_MT/102,Bl,2,B2,
ESSFwh_MT,ESSFwh_MT/102,Lw,1,B2,
ESSFwh_MT,ESSFwh_MT/102,Pl,2,B2,
ESSFwh_MT,ESSFwh_MT/102,Sx,3,B2,
ESSFwh_MT,ESSFwh_MT/111,Bl,1,D6,
ESSFwh_MT,ESSFwh_MT/111,Cw,2,D6,
ESSFwh_MT,ESSFwh_MT/111,Hw,2,D6,
ESSFwh_MT,ESSFwh_MT/111,Sx,1,D6,
ESSFwh1,ESSFwh1/101,Act,3,C4,
ESSFwh1,ESSFwh1/101,At,3,C4,
ESSFwh1,ESSFwh1/101,Bl,1,C4,
ESSFwh1,ESSFwh1/101,Cw,3,C4,
ESSFwh1,ESSFwh1/101,Fd,3,C4,
ESSFwh1,ESSFwh1/101,Hw,2,C4,
ESSFwh1,ESSFwh1/101,Lw,3,C4,
ESSFwh1,ESSFwh1/101,Pl,3,C4,
ESSFwh1,ESSFwh1/101,Pw,4,C4,
ESSFwh1,ESSFwh1/101,Sx,1,C4,
ESSFwh1,ESSFwh1/103,Fd,2,B2,
ESSFwh1,ESSFwh1/103,Bl,2,B2,
ESSFwh1,ESSFwh1/103,Lw,2,B2,
ESSFwh1,ESSFwh1/103,Pa,3,B2,
ESSFwh1,ESSFwh1/103,Pl,2,B2,
ESSFwh1,ESSFwh1/103,Pw,3,B2,
ESSFwh1,ESSFwh1/103,Sx,1,B2,
ESSFwh1,ESSFwh1/110,Act,3,D6,
ESSFwh1,ESSFwh1/110,Bl,1,D6,
ESSFwh1,ESSFwh1/110,Cw,2,D6,
ESSFwh1,ESSFwh1/110,Hw,2,D6,
ESSFwh1,ESSFwh1/110,Sx,1,D6,
ESSFwh2,ESSFwh2/101,Act,3,C4,
ESSFwh2,ESSFwh2/101,At,3,C4,
ESSFwh2,ESSFwh2/101,Bl,1,C4,
ESSFwh2,ESSFwh2/101,Cw,3,C4,
ESSFwh2,ESSFwh2/101,Fd,3,C4,
ESSFwh2,ESSFwh2/101,Hw,3,C4,
ESSFwh2,ESSFwh2/101,Lw,2,C4,
ESSFwh2,ESSFwh2/101,Pl,2,C4,
ESSFwh2,ESSFwh2/101,Pw,3,C4,
ESSFwh2,ESSFwh2/101,Sx,1,C4,
ESSFwh2,ESSFwh2/103,Fd,2,B2,
ESSFwh2,ESSFwh2/103,Bl,2,B2,
ESSFwh2,ESSFwh2/103,Hw,3,B2,
ESSFwh2,ESSFwh2/103,Lw,2,B2,
ESSFwh2,ESSFwh2/103,Pa,3,B2,
ESSFwh2,ESSFwh2/103,Pl,2,B2,
ESSFwh2,ESSFwh2/103,Pw,3,B2,
ESSFwh2,ESSFwh2/103,Sx,1,B2,
ESSFwh2,ESSFwh2/111,Act,3,D6,
ESSFwh2,ESSFwh2/111,Bl,1,D6,
ESSFwh2,ESSFwh2/111,Cw,3,D6,
ESSFwh2,ESSFwh2/111,Hw,3,D6,
ESSFwh2,ESSFwh2/111,Sx,1,D6,
ESSFwh3,ESSFwh3/101,Act,3,C4,
ESSFwh3,ESSFwh3/101,At,3,C4,
ESSFwh3,ESSFwh3/101,Bl,1,C4,
ESSFwh3,ESSFwh3/101,Cw,3,C4,
ESSFwh3,ESSFwh3/101,Fd,3,C4,
ESSFwh3,ESSFwh3/101,Hw,3,C4,
ESSFwh3,ESSFwh3/101,Lw,2,C4,
ESSFwh3,ESSFwh3/101,Pl,3,C4,
ESSFwh3,ESSFwh3/101,Pw,3,C4,
ESSFwh3,ESSFwh3/101,Sx,1,C4,
ESSFwh3,ESSFwh3/103,Fd,2,B2,
ESSFwh3,ESSFwh3/103,Bl,2,B2,
ESSFwh3,ESSFwh3/103,Hw,3,B2,
ESSFwh3,ESSFwh3/103,Lw,2,B2,
ESSFwh3,ESSFwh3/103,Pa,3,B2,
ESSFwh3,ESSFwh3/103,Pl,2,B2,
ESSFwh3,ESSFwh3/103,Pw,3,B2,
ESSFwh3,ESSFwh3/103,Sx,1,B2,
ESSFwh3,ESSFwh3/111,Act,3,D6,
ESSFwh3,ESSFwh3/111,Bl,2,D6,
ESSFwh3,ESSFwh3/111,Cw,3,D6,
ESSFwh3,ESSFwh3/111,Hw,3,D6,
ESSFwh3,ESSFwh3/111,Sx,1,D6,
ESSFwk1,ESSFwk1/01,Bl,1,C4,
ESSFwk1,ESSFwk1/01,Lw,4,C4,
ESSFwk1,ESSFwk1/01,Pl,2,C4,
ESSFwk1,ESSFwk1/01,Sx,1,C4,
ESSFwk1,ESSFwk1/03,Bl,2,B2,
ESSFwk1,ESSFwk1/03,Lw,4,B2,
ESSFwk1,ESSFwk1/03,Pl,2,B2,
ESSFwk1,ESSFwk1/03,Sx,1,B2,
ESSFwk1,ESSFwk1/07,Bl,2,D6,
ESSFwk1,ESSFwk1/07,Sx,1,D6,
ESSFwk2,ESSFwk2/01,Bl,1,C4,
ESSFwk2,ESSFwk2/01,Sx,1,C4,
ESSFwk2,ESSFwk2/02,Bl,3,B2,
ESSFwk2,ESSFwk2/02,Sx,1,B2,
ESSFwk2,ESSFwk2/06,Bl,2,D6,
ESSFwk2,ESSFwk2/06,Sx,1,D6,
ESSFwm_MT,ESSFwm_MT/101,Bl,1,C4,
ESSFwm_MT,ESSFwm_MT/101,Fd,3,C4,
ESSFwm_MT,ESSFwm_MT/101,Pa,3,C4,
ESSFwm_MT,ESSFwm_MT/101,Pl,2,C4,
ESSFwm_MT,ESSFwm_MT/101,Pw,3,C4,
ESSFwm_MT,ESSFwm_MT/101,Sx,1,C4,
ESSFwm_MT,ESSFwm_MT/103,Fd,2,B2,
ESSFwm_MT,ESSFwm_MT/103,Bl,1,B2,
ESSFwm_MT,ESSFwm_MT/103,Pa,3,B2,
ESSFwm_MT,ESSFwm_MT/103,Pl,1,B2,
ESSFwm_MT,ESSFwm_MT/103,Pw,3,B2,
ESSFwm_MT,ESSFwm_MT/103,Sx,2,B2,
ESSFwm_MT,ESSFwm_MT/111,Bl,1,D6,
ESSFwm_MT,ESSFwm_MT/111,Cw,3,D6,
ESSFwm_MT,ESSFwm_MT/111,Hw,3,D6,
ESSFwm_MT,ESSFwm_MT/111,Pl,3,D6,
ESSFwm_MT,ESSFwm_MT/111,Sx,1,D6,
ESSFwm1,ESSFwm1/101,Bl,1,C4,
ESSFwm1,ESSFwm1/101,Pl,3,C4,
ESSFwm1,ESSFwm1/101,Sx,1,C4,
ESSFwm1,ESSFwm1/103,Fd,3,B2,
ESSFwm1,ESSFwm1/103,Bl,3,B2,
ESSFwm1,ESSFwm1/103,Lw,3,B2,
ESSFwm1,ESSFwm1/103,Pa,3,B2,
ESSFwm1,ESSFwm1/103,Pl,2,B2,
ESSFwm1,ESSFwm1/103,Sx,1,B2,
ESSFwm1,ESSFwm1/111,Bl,2,D6,
ESSFwm1,ESSFwm1/111,Sx,1,D6,
ESSFwm2,ESSFwm2/101,Bl,1,C4,
ESSFwm2,ESSFwm2/101,Pl,3,C4,
ESSFwm2,ESSFwm2/101,Sx,1,C4,
ESSFwm2,ESSFwm2/103,Bl,2,B2,
ESSFwm2,ESSFwm2/103,Pa,3,B2,
ESSFwm2,ESSFwm2/103,Pl,2,B2,
ESSFwm2,ESSFwm2/103,Sx,1,B2,
ESSFwm2,ESSFwm2/111,Bl,1,D6,
ESSFwm2,ESSFwm2/111,Sx,1,D6,
ESSFwm3,ESSFwm3/101,Bl,1,C4,
ESSFwm3,ESSFwm3/101,Pl,2,C4,
ESSFwm3,ESSFwm3/101,Sx,1,C4,
ESSFwm3,ESSFwm3/103,Bl,2,B2,
ESSFwm3,ESSFwm3/103,Pa,3,B2,
ESSFwm3,ESSFwm3/103,Pl,2,B2,
ESSFwm3,ESSFwm3/103,Sx,1,B2,
ESSFwm3,ESSFwm3/111,Bl,1,D6,
ESSFwm3,ESSFwm3/111,Sx,1,D6,
ESSFwm4,ESSFwm4/101,Bl,1,C4,
ESSFwm4,ESSFwm4/101,Cw,3,C4,
ESSFwm4,ESSFwm4/101,Fd,3,C4,
ESSFwm4,ESSFwm4/101,Hw,2,C4,
ESSFwm4,ESSFwm4/101,Lw,3,C4,
ESSFwm4,ESSFwm4/101,Pl,2,C4,
ESSFwm4,ESSFwm4/101,Sx,1,C4,
ESSFwm4,ESSFwm4/102,Fd,3,B2,
ESSFwm4,ESSFwm4/102,Bl,2,B2,
ESSFwm4,ESSFwm4/102,Lw,3,B2,
ESSFwm4,ESSFwm4/102,Pa,3,B2,
ESSFwm4,ESSFwm4/102,Pl,1,B2,
ESSFwm4,ESSFwm4/102,Sx,2,B2,
ESSFwm4,ESSFwm4/111,Bl,2,D6,
ESSFwm4,ESSFwm4/111,Sx,1,D6,
ESSFwmp,ESSFwmp/00,Bl,3,B2,
ESSFwmp,ESSFwmp/00,Bl,3,C4,
ESSFwmp,ESSFwmp/00,Bl,3,D6,
ESSFwmp_MT,ESSFwmp_MT/00,Bl,3,B2,
ESSFwmp_MT,ESSFwmp_MT/00,Pa,3,B2,
ESSFwmp_MT,ESSFwmp_MT/00,Sx,3,B2,
ESSFwmp_MT,ESSFwmp_MT/00,Bl,3,C4,
ESSFwmp_MT,ESSFwmp_MT/00,Pa,3,C4,
ESSFwmp_MT,ESSFwmp_MT/00,Sx,3,C4,
ESSFwmp_MT,ESSFwmp_MT/00,Bl,3,D6,
ESSFwmp_MT,ESSFwmp_MT/00,Pa,3,D6,
ESSFwmp_MT,ESSFwmp_MT/00,Sx,3,D6,
ESSFwmw,ESSFwmw/101,Bl,2,C4,
ESSFwmw,ESSFwmw/101,Sx,2,C4,
ESSFwmw,ESSFwmw/103,Bl,2,B2,
ESSFwmw,ESSFwmw/103,Pa,3,B2,
ESSFwmw,ESSFwmw/103,Pl,3,B2,
ESSFwmw,ESSFwmw/103,Sx,2,B2,
ESSFwmw,ESSFwmw/110,Bl,2,D6,
ESSFwmw,ESSFwmw/110,Sx,2,D6,
ESSFwv,ESSFwv/01,Bl,1,C4,
ESSFwv,ESSFwv/01,Hm,3,C4,
ESSFwv,ESSFwv/01,Hw,3,C4,
ESSFwv,ESSFwv/01,Lw,4,C4,
ESSFwv,ESSFwv/01,Pl,2,C4,
ESSFwv,ESSFwv/01,Sx,1,C4,
ESSFwv,ESSFwv/03,Bl,2,B2,
ESSFwv,ESSFwv/03,Hm,2,B2,
ESSFwv,ESSFwv/03,Hw,3,B2,
ESSFwv,ESSFwv/03,Pl,3,B2,
ESSFwv,ESSFwv/03,Sx,2,B2,
ESSFwv,ESSFwv/06,Bl,1,D6,
ESSFwv,ESSFwv/06,Hm,3,D6,
ESSFwv,ESSFwv/06,Hw,3,D6,
ESSFwv,ESSFwv/06,Pl,3,D6,
ESSFwv,ESSFwv/06,Sx,1,D6,
ESSFwvp,ESSFwvp/00,Bl,3,B2,
ESSFwvp,ESSFwvp/00,Bl,3,C4,
ESSFwvp,ESSFwvp/00,Bl,3,D6,
ESSFxc_CO,ESSFxc_CO/101,At,3,C4,
